,,Desmatamento (ha):bar:100,,,,,,,,Desmatamento total  (ha),Usinas Hidrelétricas,,,PCHs,,,Mineração (t),
401008,,100,104,104,104,,,,,412,,,,,,,,
401009,,961,1006,1016,1087,,,,,4070,,,,,,,,
401010,,163,163,163,163,,,,,652,,,,,,,,
401012,,14,28,29,29,,,,,100,,,,,,,,
402001,,7,7,7,7,,,,,28,,,,,,,,
402002,,71,71,71,71,,,,,284,,,,,,,,
402004,,141,154,154,154,,,,,603,,,,,,,,
402005,,154,174,202,202,,,,,732,,,,,,,,
402006,,29,41,41,41,,,,,152,,,,,,,,
402007,,1,1,1,1,,,,,4,,,,,,,,
402008,,2563,2964,3237,3292,,,,,12056,,,,,,,,
402009,,2158,2249,2312,2329,,,,,9048,,,,,,,,
402010,,1225,1345,1813,2061,,,,,6444,,,,,,,,
402011,,0,55,63,63,,,,,181,,,,,,,,
402012,,0,25,25,25,,,,,75,,,,,,,,
402013,,2385,2695,2784,2799,,,,,10663,,,,,,,,
402015,,0,0,1,1,,,,,2,,,,,,,,
402016,,1257,1578,1767,1841,,,,,6443,,,,,,,,
402017,,0,0,0,24,,,,,24,,,,,,,,
402020,,0,1,1,1,,,,,3,,,,,,,,
402022,,0,13,13,13,,,,,39,,,,,,,,
402023,,0,0,0,14,,,,,14,,,,,,,,
402024,,0,140,496,550,,,,,1186,,,,,,,,
403001,,88,179,181,189,,,,,637,,,,,,,,
403002,,16,16,16,16,,,,,64,,,,,,,,
403003,,29,44,45,45,,,,,163,,,,,,,,
403004,,549,621,678,678,,,,,2526,,,,,,,,
403005,,70,70,70,70,,,,,280,,,,,,,,
403006,,60,69,84,84,,,,,297,,,,,,,,
403007,,74,74,74,74,,,,,296,,,,,,,,
403008,,92,92,92,92,,,,,368,,,,,,,,
403009,,608,619,619,704,,,,,2550,,,,,,,,
403010,,22,34,34,34,,,,,124,,,,,,,,
403011,,1094,1118,1130,1130,,,,,4472,,,,,,,,
403012,,13,34,53,53,,,,,153,,,,,,,,
403017,,17,31,57,57,,,,,162,,,,,,,,
403018,,196,196,196,196,,,,,784,,,,,,,,
403019,,1050,1196,1231,1234,,,,,4711,,,,,,,,
404001,,83,83,83,83,,,,,332,,,,,,,,
404002,,131,141,141,141,,,,,554,,,,,,,,
404005,,17,17,17,17,,,,,68,,,,,,,,
404007,,73,76,106,106,,,,,361,,,,,,,,
404011,,0,3,3,3,,,,,9,,,,,,,,
404013,,282,288,295,297,,,,,1162,,,,,,,,
404016,,0,0,1,1,,,,,2,,,,,,,,
404019,,482,783,785,796,,,,,2846,,,,,,,,
404020,,0,0,1,1,,,,,2,,,,,,,,
404021,,456,460,508,508,,,,,1932,,,,,,,,
404022,,289,289,289,289,,,,,1156,,,,,,,,
404023,,311,311,311,311,,,,,1244,,,,,,,,
404025,,63,63,64,64,,,,,254,,,,,,,,
404026,,0,7,7,7,,,,,21,,,,,,,,
404029,,147,149,169,171,,,,,636,,,,,,,,
404033,,69,69,69,69,,,,,276,,,,,,,,
404035,,0,5,6,6,,,,,17,,,,,,,,
404036,,67,88,100,100,,,,,355,,,,,,,,
404038,,24,24,24,24,,,,,96,,,,,,,,
404046,,0,2,2,2,,,,,6,,,,,,,,
405003,,49,49,49,62,,,,,209,,,,,,,,
405009,,51,68,95,106,,,,,320,,,,,,,,
405010,,0,119,119,119,,,,,357,,,,,,,,
405012,,86,111,111,111,,,,,419,,,,,,,,
405013,,46,156,163,163,,,,,528,,,,,,,,
405015,,0,91,91,91,,,,,273,,,,,,,,
405016,,46,50,50,50,,,,,196,,,,,,,,
405017,,5,5,5,5,,,,,20,,,,,,,,
405018,,223,223,223,223,,,,,892,,,,,,,,
406002,,50,50,50,50,,,,,200,,,,,,,,
406003,,41,150,188,194,,,,,573,,,,,,,,
406004,,52,75,75,75,,,,,277,,,,,,,,
406005,,0,57,76,91,,,,,224,,,,,,,,
406006,,28,32,39,39,,,,,138,,,,,,,,
406007,,56,125,136,163,,,,,480,,,,,,,,
406008,,9,48,48,48,,,,,153,,,,,,,,
406010,,40,151,221,221,,,,,633,,,,,,,,
406011,,0,0,10,15,,,,,25,,,,,,,,
406012,,274,318,334,334,,,,,1260,,,,,,,,
406017,,0,8,8,8,,,,,24,,,,,,,,
406028,,2502,2502,2502,2502,,,,,10008,,,,,,,,
406030,,0,0,0,0,,,,,0,,,,,,,,
406034,,25,25,25,25,,,,,100,,,,,,,,
406037,,2706,2706,2706,2706,,,,,10824,,,,,,,,
406041,,6,6,22,22,,,,,56,,,,,,,,
407009,,12,12,12,12,,,,,48,,,,,,,,
407011,,3,9,9,9,,,,,30,,,,,,,,
407012,,0,6,6,6,,,,,18,,,,,,,,
407013,,4,4,4,4,,,,,16,,,,,,,,
407016,,23,23,23,23,,,,,92,,,,,,,,
407020,,63,76,76,76,,,,,291,,,,,,,,
407021,,142,148,148,148,,,,,586,,,,,,,,
407023,,9,9,9,9,,,,,36,,,,,,,,
407025,,14,14,14,14,,,,,56,,,,,,,,
407026,,33,33,33,33,,,,,132,,,,,,,,
407028,,49,49,49,49,,,,,196,,,,,,,,
407033,,45,66,66,66,,,,,243,,,,,,,,
407034,,8,36,42,42,,,,,128,,,,,,,,
407035,,3,3,3,3,,,,,12,,,,,,,,
407036,,40,46,46,46,,,,,178,,,,,,,,
407039,,6,6,6,6,,,,,24,,,,,,,,
407040,,184,190,197,201,,,,,772,,,,,,,,
407041,,13,13,13,13,,,,,52,,,,,,,,
407042,,78,78,78,78,,,,,312,,,,,,,,
407044,,15,34,34,34,,,,,117,,,,,,,,
407046,,35,43,43,43,,,,,164,,,,,,,,
407049,,54,112,120,120,,,,,406,,,,,,,,
407051,,16,23,23,23,,,,,85,,,,,,,,
407054,,31,39,39,39,,,,,148,,,,,,,,
407055,,0,0,0,0,,,,,0,,,,,,,,
407056,,22,32,32,32,,,,,118,,,,,,,,
407058,,300,392,450,455,,,,,1597,,,,,,,,
407060,,5,5,5,5,,,,,20,,,,,,,,
407061,,0,2,2,2,,,,,6,,,,,,,,
407062,,20,20,20,20,,,,,80,,,,,,,,
407064,,30,36,36,36,,,,,138,,,,,,,,
407066,,36,37,37,37,,,,,147,,,,,,,,
407072,,3,3,3,3,,,,,12,,,,,,,,
407074,,53,53,53,53,,,,,212,,,,,,,,
407076,,12,12,12,12,,,,,48,,,,,,,,
407086,,55,69,69,69,,,,,262,,,,,,,,
407087,,0,5,5,5,,,,,15,,,,,,,,
407091,,0,1,1,1,,,,,3,,,,,,,,
407092,,124,174,185,185,,,,,668,,,,,,,,
407096,,218,220,220,220,,,,,878,,,,,,,,
408001,,1068,1277,1353,1353,,,,,5051,,,,,,,,
408002,,36,58,58,58,,,,,210,,,,,,,,
408003,,98,243,302,325,,,,,968,,,,,,,,
408004,,386,414,422,424,,,,,1646,,,,,,,,
408005,,29,100,120,120,,,,,369,,,,,,,,
408006,,16,20,29,42,,,,,107,,,,,,,,
408007,,0,0,10,18,,,,,28,,,,,,,,
408008,,133,469,525,525,,,,,1652,,,,,,,,
408009,,35,161,231,231,,,,,658,,,,,,,,
408015,,69,114,173,184,,,,,540,,,,,,,,
408018,,0,0,0,0,,,,,0,,,,,,,,
408019,,50,51,51,51,,,,,203,,,,,,,,
408021,,172,233,265,265,,,,,935,,,,,,,,
408022,,4,4,4,4,,,,,16,,,,,,,,
408023,,20,20,20,20,,,,,80,,,,,,,,
408025,,164,164,164,164,,,,,656,,,,,,,,
408027,,98,100,102,102,,,,,402,,,,,,,,
408028,,4,4,4,4,,,,,16,,,,,,,,
408030,,176,190,207,207,,,,,780,,,,,,,,
408032,,24,24,24,24,,,,,96,,,,,,,,
408034,,100,100,100,100,,,,,400,,,,,,,,
408035,,0,5,5,5,,,,,15,,,,,,,,
408037,,4,4,4,4,,,,,16,,,,,,,,
408038,,223,239,241,241,,,,,944,,,,,,,,
408039,,222,222,222,222,,,,,888,,,,,,,,
408040,,14,24,24,24,,,,,86,,,,,,,,
408043,,235,241,241,250,,,,,967,,,,,,,,
408044,,0,26,27,27,,,,,80,,,,,,,,
408046,,136,170,214,214,,,,,734,,,,,,,,
408047,,84,126,156,170,,,,,536,,,,,,,,
408048,,5865,5944,6108,6209,,,,,24126,,,,,,,,
408049,,17,17,17,17,,,,,68,,,,,,,,
408050,,41,41,41,41,,,,,164,,,,,,,,
408051,,279,370,438,439,,,,,1526,,,,,,,,
408053,,6,6,6,6,,,,,24,,,,,,,,
408054,,0,6,6,6,,,,,18,,,,,,,,
408055,,505,642,846,954,,,,,2947,,,,,,,,
408057,,20,20,20,20,,,,,80,,,,,,,,
408061,,6758,7057,7123,7134,,,,,28072,,,,,,,,
408065,,2483,3659,4054,4073,,,,,14269,,,,,,,,
408066,,18,19,24,24,,,,,85,,,,,,,,
408067,,717,812,843,843,,,,,3215,,,,,,,,
408068,,297,399,426,426,,,,,1548,,,,,,,,
408069,,2215,2660,2885,2885,,,,,10645,,,,,,,,
408070,,20,20,27,27,,,,,94,,,,,,,,
408071,,963,1028,1175,1175,,,,,4341,,,,,,,,
408072,,21,48,69,69,,,,,207,,,,,,,,
408073,,118,139,247,264,,,,,768,,,,,,,,
408075,,2815,3191,3525,3544,,,,,13075,,,,,,,,
408077,,11,11,75,75,,,,,172,,,,,,,,
408078,,21,39,39,39,,,,,138,,,,,,,,
408079,,9,91,375,384,,,,,859,,,,,,,,
408080,,0,243,995,1004,,,,,2242,,,,,,,,
408081,,4240,5745,7324,7490,,,,,24799,,,,,,,,
408082,,82,641,1273,1660,,,,,3656,,,,,,,,
408083,,3513,4047,4489,4588,,,,,16637,,,,,,,,
408084,,2570,2721,2847,2880,,,,,11018,,,,,,,,
409002,,76,77,77,77,,,,,307,,,,,,,,
409003,,71,71,71,71,,,,,284,,,,,,,,
409004,,1,1,1,1,,,,,4,,,,,,,,
409006,,238,250,250,250,,,,,988,,,,,,,,
409007,,75,86,86,86,,,,,333,,,,,,,,
409008,,23,23,43,43,,,,,132,,,,,,,,
409009,,23,23,23,23,,,,,92,,,,,,,,
409011,,30,36,36,36,,,,,138,,,,,,,,
409012,,0,9,45,45,,,,,99,,,,,,,,
409014,,30,30,30,30,,,,,120,,,,,,,,
409015,,86,94,94,94,,,,,368,,,,,,,,
409019,,61,67,67,67,,,,,262,,,,,,,,
409024,,89,89,89,89,,,,,356,,,,,,,,
409026,,20,20,20,20,,,,,80,,,,,,,,
409029,,0,37,37,37,,,,,111,,,,,,,,
410005,,30,31,31,31,,,,,123,,,,,,,,
410008,,121,129,129,129,,,,,508,,,,,,,,
410010,,0,0,24,24,,,,,48,,,,,,,,
410012,,0,0,8,8,,,,,16,,,,,,,,
410013,,10,10,10,10,,,,,40,,,,,,,,
410016,,17,17,17,17,,,,,68,,,,,,,,
410017,,105,105,105,105,,,,,420,,,,,,,,
410027,,13,13,13,13,,,,,52,,,,,,,,
410029,,15,15,15,15,,,,,60,,,,,,,,
410030,,260,260,260,269,,,,,1049,,,,,,,,
410032,,9,9,9,9,,,,,36,,,,,,,,
410033,,63,72,72,72,,,,,279,,,,,,,,
410034,,273,277,286,286,,,,,1122,,,,,,,,
410036,,0,0,0,0,,,,,0,,,,,,,,
410037,,52,72,72,72,,,,,268,,,,,,,,
410038,,2,2,2,2,,,,,8,,,,,,,,
410039,,6,6,6,6,,,,,24,,,,,,,,
410040,,6,6,6,6,,,,,24,,,,,,,,
410042,,28,28,28,28,,,,,112,,,,,,,,
410045,,112,112,112,112,,,,,448,,,,,,,,
410046,,12,12,12,12,,,,,48,,,,,,,,
410050,,0,5,5,12,,,,,22,,,,,,,,
410051,,226,226,226,226,,,,,904,,,,,,,,
410054,,12,12,12,12,,,,,48,,,,,,,,
410059,,45,45,45,45,,,,,180,,,,,,,,
410060,,94,94,94,94,,,,,376,,,,,,,,
410063,,0,0,0,18,,,,,18,,,,,,,,
410064,,18,25,25,25,,,,,93,,,,,,,,
410065,,39,46,46,46,,,,,177,,,,,,,,
410069,,9,9,9,9,,,,,36,,,,,,,,
410071,,63,63,71,71,,,,,268,,,,,,,,
410072,,12,18,18,18,,,,,66,,,,,,,,
410073,,90,90,90,90,,,,,360,,,,,,,,
410074,,393,428,428,428,,,,,1677,,,,,,,,
410077,,11,14,20,20,,,,,65,,,,,,,,
410078,,31,31,31,31,,,,,124,,,,,,,,
410080,,0,0,13,13,,,,,26,,,,,,,,
410081,,56,56,56,56,,,,,224,,,,,,,,
410084,,23,23,23,23,,,,,92,,,,,,,,
410085,,49,49,49,49,,,,,196,,,,,,,,
410087,,19,19,19,19,,,,,76,,,,,,,,
410089,,276,278,278,278,,,,,1110,,,,,,,,
410092,,3,3,3,3,,,,,12,,,,,,,,
410093,,104,160,161,161,,,,,586,,,,,,,,
410094,,5,5,5,5,,,,,20,,,,,,,,
410097,,31,34,34,34,,,,,133,,,,,,,,
410098,,8,14,14,14,,,,,50,,,,,,,,
410100,,3,3,3,3,,,,,12,,,,,,,,
410104,,4,4,4,4,,,,,16,,,,,,,,
410105,,285,329,340,340,,,,,1294,,,,,,,,
410106,,438,474,474,474,,,,,1860,,,,,,,,
410108,,93,109,109,109,,,,,420,,,,,,,,
410111,,362,402,409,416,,,,,1589,,,,,,,,
